description,done
Abseil Down a Waterfall,
Catch a Wave Surfing
Dog Sled,
Ride a Zip Line,
Flip on a Trampoline,
Flyboarding,
Indoor Skydive,
Kite Surf,
Play a Game of Paintball,
Rappel Down a Waterfall,
Rappel into a Cave,
Skydive,
Skijoring,
Snowboard,
Climb to the Top of a Tree,
Frog Jumping Contest,
Horse jumping obstacles,
Horseback Ride on the Beach,
Chop Firewood,
Do a Wheelie on a Bike,done
Do the Polar Bear Plunge,
Jump Into a Pool Fully Clothed,
Race an RC Car,done
Attend a Professional competition,done
Barefoot Waterski
Bowl a Strike,done
Climb an Indoor Rock Wall,done
Complete a Ropes Course
Dive Off the High Diving Board
Do a Belly Dance
Do a Color Run
Do a Handstand
Do a Themed Run
Finish a 5k, done
Finish a 10k
Finish a Half Marathon
Finish a Marathon
Fly a Kite
Golf 18 Holes, done
Hit the Archery Bulls-Eye
Jump at a Trampoline House
Kayak,done
Karate Chop & Break a Wood Board
Learn to Curl
Ice skate,done
Fence
Throw a Boomerang
Hole in one
Mud Wrestle
Tennis,done
Badminton,done
Racquetball
squash, done
Bike riding on Beach
Rollerblade
Run the 5K, done
scuba Dive
skeet shoot
Skateboard on a ramp
Ski a black diamond Trail,done
Snorkel, done
Spar Boxing
Play basketball,done
Axe throwing.
8-Ball, done
snooker,done
ping pong,done
